A,Burglary,06/19/17. 01:19 AM.,BURGLARY/BREAKING & ENTERING 2203,Details
B,Theft,06/19/17. 05:30 PM.,SHOPLIFTING 3078,Details
C,Theft,06/19/17. 06:15 AM.,ALL OTHER LARCENY 2399,Details
D,Theft,06/19/17. 12:00 PM.,THEFT FROM BUILDING 2308,Details
E,Assault,06/19/17. 01:50 PM.,SIMPLE ASSAULT 1313,Details
F,Theft,06/19/17. 05:20 PM.,SHOPLIFTING 3078,Details
G,Theft,06/19/17. 08:48 PM.,ALL OTHER LARCENY 2399,Details
H,Assault,06/19/17. 02:48 PM.,SIMPLE ASSAULT 1313,Details
I,Robbery,06/19/17. 03:23 PM.,ROBBERY 1206,Details
J,Theft,06/19/17. 01:09 PM.,IDENTITY THEFT FRAUD 2609,Details
A,Assault,06/18/17. 02:45 AM.,SIMPLE ASSAULT 1313,Details
B,Vandalism,06/18/17. 09:47 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
C,Vandalism,06/18/17. 01:30 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
D,Vandalism,06/18/17. 01:22 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
E,Theft,06/18/17. 05:46 PM.,ALL OTHER LARCENY 2399,Details
F,Vandalism,06/18/17. 10:30 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
G,Other,06/18/17. 01:26 AM.,DISORDERLY CONDUCT 5311,Details
H,Assault,06/18/17. 01:59 AM.,SIMPLE ASSAULT 1313,Details
I,Assault,06/18/17. 03:54 PM.,AGGRAVATED ASSAULT 1305,Details
J,Theft,06/18/17. 12:24 PM.,SHOPLIFTING 3078,Details
K,Other,06/18/17. 07:27 AM.,DISORDERLY CONDUCT 5393,Details
L,Arrest,06/18/17. 02:48 AM.,DRUG/NARCOTIC VIOLATIONS 3562,Details
M,Arrest,06/18/17. 02:48 AM.,DRUG/NARCOTIC VIOLATIONS 3557,Details
N,Arrest,06/18/17. 02:48 AM.,DRIVING UNDER THE INFLUENCE 8027,Details
O,Arrest,06/18/17. 02:48 AM.,DRUG/NARCOTIC VIOLATIONS 3542,Details
P,Other,06/18/17. 12:21 AM.,LIQUOR LAW VIOLATION 4103,Details
Q,Other,06/18/17. 02:56 AM.,ALL OTHER 4801,Details
R,Vandalism,06/18/17. 02:56 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
A,Theft,06/17/17. 12:00 AM.,ALL OTHER LARCENY 2399,Details
B,Theft,06/17/17. 03:00 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
C,Theft,06/17/17. 08:00 PM.,THEFT FROM BUILDING 2308,Details
D,Vandalism,06/17/17. 01:00 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
E,Theft,06/17/17. 01:00 PM.,THEFT FROM BUILDING 2308,Details
F,Theft,06/17/17. 02:15 PM.,SHOPLIFTING 3073,Details
G,Other,06/17/17. 11:44 PM.,DISORDERLY CONDUCT 5311,Details
H,Theft,06/17/17. 10:39 AM.,COUNTERFEITING/FORGERY 2505,Details
I,Other,06/17/17. 08:11 PM.,DISORDERLY CONDUCT 5311,Details
J,Theft,06/17/17. 02:15 PM.,SHOPLIFTING 3078,Details
K,Other,06/17/17. 11:50 AM.,ALL OTHER 5015,Details
L,Theft,06/17/17. 04:30 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
M,Theft,06/17/17. 04:13 PM.,SHOPLIFTING 3078,Details
N,Theft,06/17/17. 01:14 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
O,Theft,06/17/17. 02:45 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2677,Details
P,Theft,06/17/17. 10:43 AM.,COUNTERFEITING/FORGERY 2505,Details
A,Theft,06/16/17. 10:19 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
B,Theft,06/16/17. 06:00 AM.,ALL OTHER LARCENY 2399,Details
C,Theft,06/16/17. 02:30 AM.,ALL OTHER LARCENY 2309,Details
D,Theft,06/16/17. 05:08 PM.,BAD CHECKS 2693,Details
E,Theft,06/16/17. 03:47 PM.,WIRE FRAUD 2608,Details
F,Other,06/16/17. 11:32 PM.,DISORDERLY CONDUCT 5393,Details
G,Theft,06/16/17. 02:43 PM.,SHOPLIFTING 3078,Details
H,Burglary,06/16/17. 08:27 PM.,BURGLARY/BREAKING & ENTERING 2204,Details
I,Theft,06/16/17. 01:00 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2602,Details
J,Theft,06/16/17. 11:45 AM.,ALL OTHER LARCENY 2399,Details
K,Theft,06/16/17. 02:30 AM.,ALL OTHER LARCENY 2399,Details
L,Theft,06/16/17. 05:08 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2699,Details
M,Theft,06/16/17. 04:19 PM.,ALL OTHER LARCENY 2399,Details
N,Theft,06/16/17. 01:30 PM.,CREDIT CARD/ATM 2605,Details
O,Vandalism,06/16/17. 09:51 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
P,Arrest,06/16/17. 02:47 AM.,DRIVING UNDER THE INFLUENCE 8041,Details
Q,Theft,06/16/17. 12:30 AM.,THEFT FROM BUILDING 2308,Details
R,Assault,06/16/17. 12:13 AM.,SIMPLE ASSAULT 1313,Details
A,Theft,06/15/17. 07:00 AM.,ALL OTHER LARCENY 2399,Details
B,Theft,06/15/17. 02:50 PM.,ALL OTHER LARCENY 2399,Details
C,Theft,06/15/17. 04:10 PM.,SHOPLIFTING 3078,Details
D,Theft,06/15/17. 04:00 AM.,ALL OTHER LARCENY 2309,Details
E,Theft,06/15/17. 06:07 PM.,CREDIT CARD/ATM 2605,Details
F,Vandalism,06/15/17. 05:02 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
G,Vandalism,06/15/17. 08:34 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
H,Theft,06/15/17. 08:39 PM.,SHOPLIFTING 3078,Details
I,Other,06/15/17. 09:25 AM.,ALL OTHER 5015,Details
J,Vandalism,06/15/17. 01:00 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
K,Other,06/15/17. 07:44 AM.,ALL OTHER 5015,Details
L,Vandalism,06/15/17. 03:00 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
A,Theft,06/14/17. 08:00 PM.,ALL OTHER LARCENY 2399,Details
B,Theft,06/14/17. 08:30 AM.,THEFT FROM BUILDING 2308,Details
C,Theft,06/14/17. 07:53 AM.,EMBEZZLEMENT 2799,Details
D,Assault,06/14/17. 12:15 AM.,INTIMIDATION 1316,Details
E,Theft,06/14/17. 01:51 PM.,SHOPLIFTING 3073,Details
F,Theft,06/14/17. 12:34 PM.,IDENTITY THEFT FRAUD 2609,Details
G,Theft,06/14/17. 09:30 PM.,THEFT FROM BUILDING 2308,Details
H,Theft,06/14/17. 03:46 PM.,ALL OTHER LARCENY 2399,Details
I,Vandalism,06/14/17. 08:00 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
J,Theft,06/14/17. 04:37 PM.,ALL OTHER LARCENY 2399,Details
K,Arrest,06/14/17. 08:35 PM.,DRUG/NARCOTIC VIOLATIONS 3590,Details
L,Other,06/14/17. 08:51 PM.,DISORDERLY CONDUCT 5312,Details
M,Other,06/14/17. 04:50 PM.,LIQUOR LAW VIOLATION 4103,Details
N,Assault,06/14/17. 09:50 AM.,SIMPLE ASSAULT 1313,Details
O,Other,06/14/17. 03:52 PM.,ALL OTHER 5005,Details
P,Assault,06/14/17. 02:17 AM.,SIMPLE ASSAULT 1313,Details
A,Burglary,06/13/17. 01:45 PM.,BURGLARY/BREAKING & ENTERING 2203,Details
B,Theft,06/13/17. 03:57 PM.,SHOPLIFTING 3078,Details
C,Theft,06/13/17. 02:42 AM.,SHOPLIFTING 3078,Details
D,Theft,06/13/17. 07:30 AM.,ALL OTHER LARCENY 2399,Details
E,Vandalism,06/13/17. 11:56 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2996,Details
F,Assault,06/13/17. 08:14 PM.,SIMPLE ASSAULT 1313,Details
G,Theft,06/13/17. 09:47 PM.,ALL OTHER LARCENY 2399,Details
H,Theft,06/13/17. 07:04 PM.,ALL OTHER LARCENY 2399,Details
I,Arrest,06/13/17. 08:48 PM.,DRIVING UNDER THE INFLUENCE 80413,Details
J,Burglary,06/13/17. 02:30 PM.,BURGLARY/BREAKING & ENTERING 2204,Details
K,Theft,06/13/17. 06:37 PM.,IDENTITY THEFT FRAUD 2609,Details
L,Theft,06/13/17. 04:00 AM.,ALL OTHER LARCENY 2399,Details
M,Assault,06/13/17. 12:48 PM.,SIMPLE ASSAULT 1313,Details
N,Theft,06/13/17. 01:08 PM.,SHOPLIFTING 3078,Details
A,Theft,06/12/17. 11:30 PM.,THEFT FROM BUILDING 2308,Details
B,Assault,06/12/17. 03:30 PM.,AGGRAVATED ASSAULT 1302,Details
C,Other,06/12/17. 09:34 AM.,TRESPASS OF REAL PROPERTY 5707,Details
D,Assault,06/12/17. 04:24 PM.,INTIMIDATION 1382,Details
E,Vandalism,06/12/17. 01:22 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
F,Theft,06/12/17. 06:41 PM.,THEFT FROM BUILDING 2308,Details
G,Vandalism,06/12/17. 06:31 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2999,Details
H,Theft,06/12/17. 04:45 AM.,THEFT FROM BUILDING 2308,Details
I,Theft,06/12/17. 11:30 AM.,ALL OTHER LARCENY 2399,Details
J,Assault,06/12/17. 01:30 PM.,SIMPLE ASSAULT 1313,Details
K,Arrest,06/12/17. 05:41 PM.,DRIVING UNDER THE INFLUENCE 8027,Details
L,Other,06/12/17. 09:32 PM.,LIQUOR LAW VIOLATION 4103,Details
M,Theft,06/12/17. 05:00 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
N,Assault,06/12/17. 11:40 AM.,AGGRAVATED ASSAULT 1305,Details
A,Theft,06/11/17. 02:30 PM.,SHOPLIFTING 3074,Details
B,Theft,06/11/17. 08:26 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2677,Details
C,Theft,06/11/17. 06:02 PM.,ALL OTHER LARCENY 2399,Details
D,Theft,06/11/17. 04:45 AM.,ALL OTHER LARCENY 2399,Details
E,Vandalism,06/11/17. 07:16 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
F,Theft,06/11/17. 06:59 AM.,ALL OTHER LARCENY 2399,Details
G,Theft,06/11/17. 04:00 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
H,Other,06/11/17. 11:10 PM.,ALL OTHER 4801,Details
I,Assault,06/11/17. 11:10 PM.,SIMPLE ASSAULT 1313,Details
J,Theft,06/11/17. 07:22 PM.,ALL OTHER LARCENY 2399,Details
K,Assault,06/11/17. 07:00 PM.,SIMPLE ASSAULT 1313,Details
L,Assault,06/11/17. 07:16 PM.,SIMPLE ASSAULT 1313,Details
M,Arrest,06/11/17. 11:18 AM.,DRIVING UNDER THE INFLUENCE 8041,Details
N,Arrest,06/11/17. 02:48 AM.,DRIVING UNDER THE INFLUENCE 8041,Details
A,Theft,06/10/17. 01:06 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2695,Details
B,Theft,06/10/17. 06:27 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2699,Details
C,Theft,06/10/17. 03:00 PM.,CREDIT CARD/ATM 2605,Details
D,Theft,06/10/17. 10:30 AM.,ALL OTHER LARCENY 2399,Details
E,Theft,06/10/17. 05:00 AM.,CREDIT CARD/ATM 2605,Details
F,Vandalism,06/10/17. 04:15 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
G,Theft,06/10/17. 11:30 PM.,THEFT FROM MOTOR VEHICLE 2305,Details
H,Theft,06/10/17. 05:55 AM.,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES 2304,Details
I,Vandalism,06/10/17. 06:00 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
J,Other,06/10/17. 11:46 PM.,DISORDERLY CONDUCT 5393,Details
K,Arrest,06/10/17. 11:46 PM.,DRUG/NARCOTIC VIOLATIONS 3562,Details
L,Theft,06/10/17. 08:09 PM.,THEFT FROM BUILDING 2308,Details
M,Theft,06/10/17. 01:30 AM.,SHOPLIFTING 3078,Details
N,Theft,06/10/17. 01:08 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2699,Details
O,Robbery,06/10/17. 04:37 AM.,ROBBERY 1206,Details
P,Other,06/10/17. 01:18 AM.,DISORDERLY CONDUCT 5393,Details
A,Theft,06/09/17. 11:41 AM.,MOTOR VEHICLE THEFT 2404,Details
B,Theft,06/09/17. 12:15 AM.,THEFT FROM BUILDING 2308,Details
C,Theft,06/09/17. 10:31 PM.,ALL OTHER LARCENY 2399,Details
D,Other,06/09/17. 01:05 AM.,LIQUOR LAW VIOLATION 4171,Details
E,Other,06/09/17. 01:19 AM.,DISORDERLY CONDUCT 5311,Details
F,Theft,06/09/17. 07:06 PM.,THEFT FROM MOTOR VEHICLE 2305,Details
G,Theft,06/09/17. 05:54 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2677,Details
H,Assault,06/09/17. 04:41 PM.,INTIMIDATION 1316,Details
I,Assault,06/09/17. 01:07 AM.,FORCIBLE RAPE 1171,Details
J,Assault,06/09/17. 04:54 AM.,KIDNAPPING/ABDUCTION 1006,Details
K,Theft,06/09/17. 01:37 PM.,SHOPLIFTING 3078,Details
L,Vandalism,06/09/17. 04:45 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
M,Assault,06/09/17. 11:17 AM.,AGGRAVATED ASSAULT 1305,Details
N,Arrest,06/09/17. 03:49 AM.,DRIVING UNDER THE INFLUENCE 8027,Details
O,Theft,06/09/17. 07:30 AM.,ALL OTHER LARCENY 2379,Details
P,Other,06/09/17. 01:19 AM.,LIQUOR LAW VIOLATION 41991,Details
Q,Assault,06/09/17. 08:17 AM.,FORCIBLE FONDLING 1177,Details
R,Other,06/09/17. 01:07 AM.,LIQUOR LAW VIOLATION 41031,Details
S,Other,06/09/17. 01:32 AM.,LIQUOR LAW VIOLATION 41031,Details
A,Theft,06/08/17. 07:15 PM.,THEFT FROM BUILDING 2308,Details
B,Arrest,06/08/17. 02:13 PM.,DRIVING UNDER THE INFLUENCE 8030,Details
C,Vandalism,06/08/17. 01:00 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
D,Other,06/08/17. 09:46 PM.,LIQUOR LAW VIOLATION 4103,Details
E,Other,06/08/17. 11:09 PM.,DISORDERLY CONDUCT 5311,Details
F,Theft,06/08/17. 11:31 PM.,THEFT FROM BUILDING 2308,Details
G,Arrest,06/08/17. 07:57 PM.,DRUG/NARCOTIC VIOLATIONS 3510,Details
H,Arrest,06/08/17. 07:57 PM.,DRUG/NARCOTIC VIOLATIONS 3560,Details
I,Arrest,06/08/17. 07:57 PM.,DRUG/NARCOTIC VIOLATIONS 3530,Details
J,Arrest,06/08/17. 02:13 PM.,DRIVING UNDER THE INFLUENCE 80413,Details
K,Assault,06/08/17. 04:58 PM.,INTIMIDATION 1316,Details
L,Theft,06/08/17. 05:00 PM.,THEFT FROM MOTOR VEHICLE 2305,Details
M,Other,06/08/17. 01:49 PM.,FAMILY OFFENSE NONVIOLENT 3806,Details
A,Theft,06/07/17. 06:00 AM.,ALL OTHER LARCENY 2399,Details
B,Theft,06/07/17. 05:17 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2699,Details
C,Assault,06/07/17. 12:00 PM.,SIMPLE ASSAULT 1313,Details
D,Other,06/07/17. 03:55 PM.,ALL OTHER 5005,Details
E,Theft,06/07/17. 05:00 AM.,ALL OTHER LARCENY 2309,Details
F,Theft,06/07/17. 01:15 PM.,ALL OTHER LARCENY 2399,Details
G,Assault,06/07/17. 09:37 PM.,AGGRAVATED ASSAULT 1305,Details
H,Vandalism,06/07/17. 12:45 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
I,Other,06/07/17. 08:03 PM.,LIQUOR LAW VIOLATION 4103,Details
J,Theft,06/07/17. 09:13 PM.,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES 2304,Details
K,Other,06/07/17. 03:45 AM.,ALL OTHER 5309,Details
L,Assault,06/07/17. 06:57 AM.,SIMPLE ASSAULT 1313,Details
A,Other,06/06/17. 11:00 AM.,TRESPASS OF REAL PROPERTY 5707,Details
B,Theft,06/06/17. 06:50 AM.,CREDIT CARD/ATM 2605,Details
C,Burglary,06/06/17. 03:00 AM.,BURGLARY/BREAKING & ENTERING 2202,Details
D,Burglary,06/06/17. 07:00 AM.,BURGLARY/BREAKING & ENTERING 2203,Details
E,Theft,06/06/17. 06:51 PM.,ALL OTHER LARCENY 2399,Details
F,Theft,06/06/17. 08:39 PM.,THEFT FROM BUILDING 2308,Details
G,Burglary,06/06/17. 10:53 PM.,BURGLARY/BREAKING & ENTERING 2204,Details
H,Other,06/06/17. 12:00 PM.,FAMILY OFFENSE NONVIOLENT 3898,Details
I,Other,06/06/17. 02:37 PM.,ALL OTHER 5015,Details
J,Vandalism,06/06/17. 11:25 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
K,Theft,06/06/17. 09:24 AM.,ALL OTHER LARCENY 2399,Details
A,Theft,06/05/17. 12:00 PM.,ALL OTHER LARCENY 2399,Details
B,Theft,06/05/17. 02:57 PM.,THEFT FROM BUILDING 2308,Details
C,Theft,06/05/17. 04:00 AM.,ALL OTHER LARCENY 2399,Details
D,Vandalism,06/05/17. 05:30 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2901,Details
E,Vandalism,06/05/17. 01:40 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
F,Assault,06/05/17. 11:09 PM.,INTIMIDATION 1316,Details
G,Theft,06/05/17. 10:10 PM.,MOTOR VEHICLE THEFT 2404,Details
H,Other,06/05/17. 04:50 PM.,LIQUOR LAW VIOLATION 4103,Details
I,Theft,06/05/17. 06:16 PM.,THEFT FROM BUILDING 2308,Details
J,Arrest,06/05/17. 01:28 PM.,DRIVING UNDER THE INFLUENCE 80413,Details
K,Other,06/05/17. 12:29 PM.,DISORDERLY CONDUCT 5311,Details
L,Other,06/05/17. 01:28 PM.,ALL OTHER 8011,Details
M,Theft,06/05/17. 01:45 AM.,ALL OTHER LARCENY 2399,Details
A,Theft,06/04/17. 08:45 AM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2602,Details
B,Theft,06/04/17. 11:00 AM.,ALL OTHER LARCENY 2399,Details
C,Vandalism,06/04/17. 12:00 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
D,Theft,06/04/17. 10:02 PM.,THEFT FROM BUILDING 2308,Details
E,Assault,06/04/17. 03:00 PM.,INTIMIDATION 1316,Details
F,Theft,06/04/17. 01:03 PM.,ALL OTHER LARCENY 2399,Details
G,Other,06/04/17. 07:30 AM.,ALL OTHER 5005,Details
H,Vandalism,06/04/17. 07:30 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
I,Burglary,06/04/17. 11:38 AM.,BURGLARY/BREAKING & ENTERING 2202,Details
J,Assault,06/04/17. 11:38 AM.,SIMPLE ASSAULT 1313,Details
K,Other,06/04/17. 02:11 AM.,LIQUOR LAW VIOLATION 4196,Details
L,Other,06/04/17. 12:29 AM.,ALL OTHER 5015,Details
A,Burglary,06/03/17. 01:30 PM.,BURGLARY/BREAKING & ENTERING 2204,Details
B,Theft,06/03/17. 01:30 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
C,Burglary,06/03/17. 06:45 AM.,BURGLARY/BREAKING & ENTERING 2202,Details
D,Theft,06/03/17. 05:15 PM.,ALL OTHER LARCENY 2399,Details
E,Burglary,06/03/17. 04:24 AM.,BURGLARY/BREAKING & ENTERING 2202,Details
F,Other,06/03/17. 10:59 PM.,ALL OTHER 4801,Details
G,Theft,06/03/17. 04:21 PM.,MOTOR VEHICLE THEFT 2404,Details
H,Theft,06/03/17. 07:40 PM.,SHOPLIFTING 3078,Details
I,Assault,06/03/17. 12:56 PM.,AGGRAVATED ASSAULT 1302,Details
J,Assault,06/03/17. 12:56 PM.,SIMPLE ASSAULT 1313,Details
K,Other,06/03/17. 12:33 PM.,DISORDERLY CONDUCT 5311,Details
L,Theft,06/03/17. 03:51 AM.,THEFT FROM MOTOR VEHICLE 2305,Details
M,Theft,06/03/17. 09:34 AM.,CREDIT CARD/ATM 2605,Details
A,Theft,06/02/17. 10:00 AM.,BAD CHECKS 2693,Details
B,Assault,06/02/17. 01:59 PM.,SIMPLE ASSAULT 1313,Details
C,Theft,06/02/17. 10:00 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2699,Details
D,Assault,06/02/17. 10:00 AM.,SIMPLE ASSAULT 1313,Details
E,Theft,06/02/17. 07:07 PM.,THEFT FROM BUILDING 2308,Details
F,Arrest,06/02/17. 01:59 PM.,DRUG/NARCOTIC VIOLATIONS 3564,Details
G,Other,06/02/17. 06:10 PM.,LIQUOR LAW VIOLATION 4103,Details
H,Assault,06/02/17. 07:18 PM.,SIMPLE ASSAULT 1313,Details
I,Assault,06/02/17. 07:30 PM.,INTIMIDATION 1316,Details
J,Theft,06/02/17. 07:00 AM.,MOTOR VEHICLE THEFT 2404,Details
K,Theft,06/02/17. 11:15 AM.,CREDIT CARD/ATM 2605,Details
L,Vandalism,06/02/17. 02:06 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
M,Theft,06/02/17. 03:00 AM.,MOTOR VEHICLE THEFT 2404,Details
N,Theft,06/02/17. 09:38 AM.,COUNTERFEITING/FORGERY 2504,Details
O,Theft,06/02/17. 09:38 AM.,EMBEZZLEMENT 2799,Details
P,Theft,06/02/17. 04:45 AM.,MOTOR VEHICLE THEFT 2404,Details
Q,Theft,06/02/17. 11:57 AM.,ALL OTHER LARCENY 2399,Details
R,Assault,06/02/17. 01:00 AM.,SIMPLE ASSAULT 1313,Details
S,Vandalism,06/02/17. 02:06 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2903,Details
A,Theft,06/01/17. 10:00 AM.,COUNTERFEITING/FORGERY 2501,Details
B,Assault,06/01/17. 11:31 AM.,SIMPLE ASSAULT 1313,Details
C,Theft,06/01/17. 03:33 PM.,SHOPLIFTING 3078,Details
D,Assault,06/01/17. 10:00 PM.,INTIMIDATION 1382,Details
E,Vandalism,06/01/17. 08:37 PM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
F,Assault,06/01/17. 08:21 PM.,SIMPLE ASSAULT 1313,Details
G,Arrest,06/01/17. 05:28 PM.,DRUG/NARCOTIC VIOLATIONS 3562,Details
H,Theft,06/01/17. 12:45 PM.,THEFT FROM MOTOR VEHICLE 2305,Details
I,Assault,06/01/17. 12:30 PM.,SIMPLE ASSAULT 1313,Details
J,Assault,06/01/17. 08:35 AM.,SIMPLE ASSAULT 1313,Details
K,Other,06/01/17. 08:50 AM.,ALL OTHER 5015,Details
A,Theft,05/31/17. 12:00 PM.,CREDIT CARD/ATM 2605,Details
B,Other,05/31/17. 04:28 PM.,ALL OTHER 5015,Details
C,Assault,05/31/17. 08:00 PM.,FORCIBLE FONDLING 1172,Details
D,Theft,05/31/17. 05:00 AM.,ALL OTHER LARCENY 2399,Details
E,Other,05/31/17. 10:55 AM.,ALL OTHER 5015,Details
F,Theft,05/31/17. 08:30 PM.,IDENTITY THEFT FRAUD 2609,Details
G,Other,05/31/17. 01:20 PM.,ALL OTHER 5015,Details
H,Theft,05/31/17. 04:30 PM.,THEFT FROM MOTOR VEHICLE 2305,Details
I,Theft,05/31/17. 05:38 PM.,SHOPLIFTING 3078,Details
J,Theft,05/31/17. 11:38 AM.,SHOPLIFTING 3074,Details
A,Robbery,05/24/17. 11:46 PM.,ROBBERY 1203,Details
B,Assault,05/24/17. 07:27 AM.,INTIMIDATION 1316,Details
C,Theft,05/24/17. 12:55 PM.,SHOPLIFTING 3078,Details
D,Robbery,05/24/17. 03:56 PM.,ROBBERY 1205,Details
E,Other,05/24/17. 12:22 AM.,ALL OTHER 5309,Details
F,Assault,05/24/17. 12:40 AM.,SIMPLE ASSAULT 1313,Details
A,Theft,05/23/17. 12:00 AM.,IDENTITY THEFT FRAUD 2609,Details
B,Other,05/23/17. 06:06 PM.,ALL OTHER 5005,Details
C,Theft,05/23/17. 11:34 AM.,EMBEZZLEMENT 2701,Details
D,Theft,05/23/17. 02:00 PM.,MOTOR VEHICLE THEFT 2404,Details
E,Theft,05/23/17. 02:00 PM.,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES 2304,Details
F,Other,05/23/17. 04:00 PM.,RUNAWAY 7070,Details
G,Theft,05/23/17. 02:00 AM.,ALL OTHER LARCENY 2399,Details
H,Assault,05/23/17. 09:57 PM.,SIMPLE ASSAULT 1313,Details
I,Arrest,05/23/17. 07:46 PM.,DRIVING UNDER THE INFLUENCE 8027,Details
J,Theft,05/23/17. 04:32 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2699,Details
K,Theft,05/23/17. 12:50 PM.,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME 2699,Details
A,Theft,05/22/17. 03:40 PM.,SHOPLIFTING 3078,Details
B,Vandalism,05/22/17. 09:06 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
C,Assault,05/22/17. 08:23 PM.,SIMPLE ASSAULT 1313,Details
D,Assault,05/22/17. 05:42 PM.,SIMPLE ASSAULT 1313,Details
E,Other,05/22/17. 11:17 PM.,RUNAWAY 7070,Details
F,Assault,05/22/17. 04:33 AM.,SIMPLE ASSAULT 1313,Details
G,Assault,05/22/17. 02:00 AM.,SIMPLE ASSAULT 1313,Details
A,Assault,05/21/17. 12:30 AM.,SIMPLE ASSAULT 1313,Details
B,Theft,05/21/17. 11:37 PM.,THEFT FROM MOTOR VEHICLE 2305,Details
C,Assault,05/21/17. 07:22 PM.,FORCIBLE FONDLING 1178,Details
D,Arrest,05/21/17. 10:01 AM.,DRUG/NARCOTIC VIOLATIONS 3560,Details
E,Arrest,05/21/17. 10:01 AM.,DRUG/NARCOTIC VIOLATIONS 3512,Details
F,Theft,05/21/17. 05:33 PM.,SHOPLIFTING 3078,Details
G,Theft,05/21/17. 10:01 AM.,ALL OTHER LARCENY 2399,Details
H,Other,05/21/17. 12:17 AM.,ALL OTHER 5015,Details
I,Assault,05/21/17. 02:35 AM.,FORCIBLE FONDLING 1172,Details
J,Assault,05/21/17. 12:33 AM.,SIMPLE ASSAULT 1313,Details
A,Theft,05/20/17. 03:00 PM.,THEFT FROM BUILDING 2308,Details
B,Vandalism,05/20/17. 03:00 AM.,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY 2902,Details
C,Burglary,05/20/17. 11:37 PM.,BURGLARY/BREAKING & ENTERING 2202,Details
D,Other,05/20/17. 10:18 PM.,ALL OTHER 5015,Details
E,Theft,05/20/17. 12:42 PM.,ALL OTHER LARCENY 2399,Details
F,Other,05/20/17. 05:24 PM.,DISORDERLY CONDUCT 5311,Details
G,Theft,05/20/17. 09:44 AM.,ALL OTHER LARCENY 2399,Details
